OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,PreparationStartDate,ProviderName
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C53160,Sample-Routine,Water,,2008-05-22,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,100876,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),Present Below Quantification Limit,Nitrite,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Practical Quantitation Limit,0.02,mg/l,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C53160,Sample-Routine,Water,,2008-05-22,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,100876,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Sodium,Total,23.0,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C53160,Sample-Routine,Water,,2008-05-22,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,100876,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Aluminum,Total,419.0,ug/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C53160,Sample-Routine,Water,,2008-05-22,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,100876,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Nickel,Total,3.0,ug/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C53160,Sample-Routine,Water,,2008-05-22,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,100876,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Iron,Total,505.0,ug/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C53160,Sample-Routine,Water,,2008-05-22,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,100876,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Strontium,Total,1920.0,ug/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-FM53160,Field Msr/Obs,Water,,2008-05-22,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,100876,,,,,,,,,Specific conductance,,667.5,mho/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-FM53160,Field Msr/Obs,Water,,2008-05-22,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,100876,,,,,,,,,Dissolved oxygen saturation,,111.6,%,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-FM53160,Field Msr/Obs,Water,,2008-05-22,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,100876,,,,,,,,,Specific conductance,,541.9,mho/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-FM53160,Field Msr/Obs,Water,,2008-05-22,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,100876,,,,,,,,,pH,,8.34,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-FM53160,Field Msr/Obs,Water,,2008-05-22,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,100876,,,,,,,,,Dissolved oxygen (DO),,11.2,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-FM53160,Field Msr/Obs,Water,,2008-05-22,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,100876,,,,,,,,,"Temperature, water",,15.14,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C53315,Sample-Routine,Water,,2008-06-11,,,,,,,,,,,,,1053;1385,Ohio EPA,21OHIO_WQX-S02P08,101406,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Barium,Total,81.0,ug/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C53315,Sample-Routine,Water,,2008-06-11,,,,,,,,,,,,,1053;1385,Ohio EPA,21OHIO_WQX-S02P08,101406,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Copper,Total,9.9,ug/l,,Final,,Actual,,,,,,,,,,,,,SM 3113B,21OHIO_WQX,SM 3113B,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C53315,Sample-Routine,Water,,2008-06-11,,,,,,,,,,,,,1053;1385,Ohio EPA,21OHIO_WQX-S02P08,101406,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Lead,Total,5.5,ug/l,,Final,,Actual,,,,,,,,,,,,,SM 3113B,21OHIO_WQX,SM 3113B,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C53315,Sample-Routine,Water,,2008-06-11,,,,,,,,,,,,,1053;1385,Ohio EPA,21OHIO_WQX-S02P08,101406,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Manganese,Total,117.0,ug/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C53315,Sample-Routine,Water,,2008-06-11,,,,,,,,,,,,,1053;1385,Ohio EPA,21OHIO_WQX-S02P08,101406,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Sodium,Total,14.0,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C53315,Sample-Routine,Water,,2008-06-11,,,,,,,,,,,,,1053;1385,Ohio EPA,21OHIO_WQX-S02P08,101406,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Arsenic,Total,2.5,ug/l,,Final,,Actual,,,,,,,,,,,,,SM 3113B,21OHIO_WQX,SM 3113B,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C53315,Sample-Routine,Water,,2008-06-11,,,,,,,,,,,,,1053;1385,Ohio EPA,21OHIO_WQX-S02P08,101406,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),Present Below Quantification Limit,Selenium,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Practical Quantitation Limit,2.0,ug/l,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C53315,Sample-Routine,Water,,2008-06-11,,,,,,,,,,,,,1053;1385,Ohio EPA,21OHIO_WQX-S02P08,101406,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Orthophosphate,Total,0.162,mg/l,,Final,,Actual,,,,,,,,,,,,,OEPA Method,21OHIO_WQX,OEPA Method,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C53315,Sample-Routine,Water,,2008-06-11,,,,,,,,,,,,,1053;1385,Ohio EPA,21OHIO_WQX-S02P08,101406,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),Present Below Quantification Limit,Cadmium,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Practical Quantitation Limit,0.2,ug/l,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C53315,Sample-Routine,Water,,2008-06-11,,,,,,,,,,,,,1053;1385,Ohio EPA,21OHIO_WQX-S02P08,101406,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Magnesium,Total,19.0,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C53315,Sample-Routine,Water,,2008-06-11,,,,,,,,,,,,,1053;1385,Ohio EPA,21OHIO_WQX-S02P08,101406,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Nitrite,Total,0.115,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 353.2,21OHIO_WQX,USEPA 353.2,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C53315,Sample-Routine,Water,,2008-06-11,,,,,,,,,,,,,1053;1385,Ohio EPA,21OHIO_WQX-S02P08,101406,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Strontium,Total,1100.0,ug/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C53315,Sample-Routine,Water,,2008-06-11,,,,,,,,,,,,,1053;1385,Ohio EPA,21OHIO_WQX-S02P08,101406,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Sulfate,Total,40.2,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 375.2,21OHIO_WQX,USEPA 375.2,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C53315,Sample-Routine,Water,,2008-06-11,,,,,,,,,,,,,1053;1385,Ohio EPA,21OHIO_WQX-S02P08,101406,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Iron,Total,7360.0,ug/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C53315,Sample-Routine,Water,,2008-06-11,,,,,,,,,,,,,1053;1385,Ohio EPA,21OHIO_WQX-S02P08,101406,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Kjeldahl nitrogen,Total,1.35,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 351.2,21OHIO_WQX,USEPA 351.2,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C53315,Sample-Routine,Water,,2008-06-11,,,,,,,,,,,,,1053;1385,Ohio EPA,21OHIO_WQX-S02P08,101406,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Zinc,Total,40.0,ug/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C53315,Sample-Routine,Water,,2008-06-11,,,,,,,,,,,,,1053;1385,Ohio EPA,21OHIO_WQX-S02P08,101406,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Calcium,Total,74.0,mg/l,,Final,,Actual,,,,,,,,,,,,,OEPA Method,21OHIO_WQX,OEPA Method,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C53315,Sample-Routine,Water,,2008-06-11,,,,,,,,,,,,,1053;1385,Ohio EPA,21OHIO_WQX-S02P08,101406,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Nickel,Total,10.0,ug/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C53315,Sample-Routine,Water,,2008-06-11,,,,,,,,,,,,,1053;1385,Ohio EPA,21OHIO_WQX-S02P08,101406,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Aluminum,Total,5370.0,ug/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C53315,Sample-Routine,Water,,2008-06-11,,,,,,,,,,,,,1053;1385,Ohio EPA,21OHIO_WQX-S02P08,101406,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,"Carbonaceous biochemical oxygen demand, standard conditions",Total,7.5,mg/l,,Final,,Actual,,,,,,,,,,,,,OEPA 310.2,21OHIO_WQX,OEPA 310.2,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C53315,Sample-Routine,Water,,2008-06-11,,,,,,,,,,,,,1053;1385,Ohio EPA,21OHIO_WQX-S02P08,101406,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Chloride,Total,27.8,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 325.1,21OHIO_WQX,USEPA 325.1,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C53315,Sample-Routine,Water,,2008-06-11,,,,,,,,,,,,,1053;1385,Ohio EPA,21OHIO_WQX-S02P08,101406,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,"Hardness, Ca, Mg",Total,263.0,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C53315,Sample-Routine,Water,,2008-06-11,,,,,,,,,,,,,1053;1385,Ohio EPA,21OHIO_WQX-S02P08,101406,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),Present Below Quantification Limit,Mercury,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Practical Quantitation Limit,0.2,ug/l,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C53315,Sample-Routine,Water,,2008-06-11,,,,,,,,,,,,,1053;1385,Ohio EPA,21OHIO_WQX-S02P08,101406,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Potassium,Total,5.0,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C53315,Sample-Routine,Water,,2008-06-11,,,,,,,,,,,,,1053;1385,Ohio EPA,21OHIO_WQX-S02P08,101406,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Total dissolved solids,Total,384.0,mg/l,,Final,,Actual,,,,,,,,,,,,,SM 2540C,21OHIO_WQX,SM 2540C,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C53315,Sample-Routine,Water,,2008-06-11,,,,,,,,,,,,,1053;1385,Ohio EPA,21OHIO_WQX-S02P08,101406,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Inorganic nitrogen (nitrate and nitrite),Total,13.1,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 350.1,21OHIO_WQX,USEPA 350.1,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C53315,Sample-Routine,Water,,2008-06-11,,,,,,,,,,,,,1053;1385,Ohio EPA,21OHIO_WQX-S02P08,101406,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Ammonia,Total,0.406,mg/l,,Final,,Actual,,,,,,,,,,,,,SM 4500-NH3BE,21OHIO_WQX,SM 4500-NH3BE,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C53315,Sample-Routine,Water,,2008-06-11,,,,,,,,,,,,,1053;1385,Ohio EPA,21OHIO_WQX-S02P08,101406,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Chromium,Total,6.0,ug/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C53315,Sample-Routine,Water,,2008-06-11,,,,,,,,,,,,,1053;1385,Ohio EPA,21OHIO_WQX-S02P08,101406,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Phosphorus,Total,0.3,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 365.4,21OHIO_WQX,USEPA 365.4,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C53315,Sample-Routine,Water,,2008-06-11,,,,,,,,,,,,,1053;1385,Ohio EPA,21OHIO_WQX-S02P08,101406,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Total suspended solids,Total,195.0,mg/l,,Final,,Actual,,,,,,,,,,,,,SM 2540D,21OHIO_WQX,SM 2540D,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-FM53315,Field Msr/Obs,Water,,2008-06-11,,,,,,,,,,,,,1053;1385,Ohio EPA,21OHIO_WQX-S02P08,101406,,,,,,,,,Dissolved oxygen saturation,,92.1,%,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-FM53315,Field Msr/Obs,Water,,2008-06-11,,,,,,,,,,,,,1053;1385,Ohio EPA,21OHIO_WQX-S02P08,101406,,,,,,,,,pH,,7.73,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-FM53315,Field Msr/Obs,Water,,2008-06-11,,,,,,,,,,,,,1053;1385,Ohio EPA,21OHIO_WQX-S02P08,101406,,,,,,,,,Dissolved oxygen (DO),,8.14,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-FM53315,Field Msr/Obs,Water,,2008-06-11,,,,,,,,,,,,,1053;1385,Ohio EPA,21OHIO_WQX-S02P08,101406,,,,,,,,,"Temperature, water",,21.35,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-FM53315,Field Msr/Obs,Water,,2008-06-11,,,,,,,,,,,,,1053;1385,Ohio EPA,21OHIO_WQX-S02P08,101406,,,,,,,,,Specific conductance,,484.1,mho/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-FM53315,Field Msr/Obs,Water,,2008-06-11,,,,,,,,,,,,,1053;1385,Ohio EPA,21OHIO_WQX-S02P08,101406,,,,,,,,,Specific conductance,,520.3,mho/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C53979,Sample-Routine,Water,,2008-06-25,,,,,,,,,,,,,1053;1385;1793,Ohio EPA,21OHIO_WQX-S02P08,102063,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Chemical oxygen demand,Total,15.0,mg/l,,Final,,Actual,,,,,,,,,,,,,SM 5220D,21OHIO_WQX,SM 5220D,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C53979,Sample-Routine,Water,,2008-06-25,,,,,,,,,,,,,1053;1385;1793,Ohio EPA,21OHIO_WQX-S02P08,102063,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),Present Below Quantification Limit,Nitrite,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Practical Quantitation Limit,0.02,mg/l,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C53979,Sample-Routine,Water,,2008-06-25,,,,,,,,,,,,,1053;1385;1793,Ohio EPA,21OHIO_WQX-S02P08,102063,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Calcium,Total,76.0,mg/l,,Final,,Actual,,,,,,,,,,,,,OEPA Method,21OHIO_WQX,OEPA Method,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C53979,Sample-Routine,Water,,2008-06-25,,,,,,,,,,,,,1053;1385;1793,Ohio EPA,21OHIO_WQX-S02P08,102063,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Copper,Total,4.3,ug/l,,Final,,Actual,,,,,,,,,,,,,SM 3113B,21OHIO_WQX,SM 3113B,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C53979,Sample-Routine,Water,,2008-06-25,,,,,,,,,,,,,1053;1385;1793,Ohio EPA,21OHIO_WQX-S02P08,102063,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Inorganic nitrogen (nitrate and nitrite),Total,4.0,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 350.1,21OHIO_WQX,USEPA 350.1,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C53979,Sample-Routine,Water,,2008-06-25,,,,,,,,,,,,,1053;1385;1793,Ohio EPA,21OHIO_WQX-S02P08,102063,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Potassium,Total,3.0,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C53979,Sample-Routine,Water,,2008-06-25,,,,,,,,,,,,,1053;1385;1793,Ohio EPA,21OHIO_WQX-S02P08,102063,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),Present Below Quantification Limit,Zinc,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Practical Quantitation Limit,10.0,ug/l,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C53979,Sample-Routine,Water,,2008-06-25,,,,,,,,,,,,,1053;1385;1793,Ohio EPA,21OHIO_WQX-S02P08,102063,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Orthophosphate,Total,0.139,mg/l,,Final,,Actual,,,,,,,,,,,,,OEPA Method,21OHIO_WQX,OEPA Method,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C53979,Sample-Routine,Water,,2008-06-25,,,,,,,,,,,,,1053;1385;1793,Ohio EPA,21OHIO_WQX-S02P08,102063,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),Present Below Quantification Limit,Cadmium,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Practical Quantitation Limit,0.2,ug/l,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C53979,Sample-Routine,Water,,2008-06-25,,,,,,,,,,,,,1053;1385;1793,Ohio EPA,21OHIO_WQX-S02P08,102063,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,"Carbonaceous biochemical oxygen demand, standard conditions",Total,5.1,mg/l,,Final,,Actual,,,,,,,,,,,,,OEPA 310.2,21OHIO_WQX,OEPA 310.2,,DES,,,,,,,STORET
