,Year,Month,Day,Inflow volume [m3 d-1],Inflow temperature [°C],*Suspended sediment concentration [mg m-3],"*Orthophosphate, water, filtered, as phosphorus [mg m-3]","*Phosphorus, water, unfiltered, as phosphorus [mg m-3]","*Phosphorus, water, filtered, as phosphorus [mg m-3]","*Orthophosphate, water, filtered, as PO4 [mg m-3]",Inflow concentration of chlorophyll-a (Chla-P) [mg m-3],Inflow concentration of dissolved organic carbon (DOC) [mg m-3],Inflow concentration of dissolved inorganic carbon (DIC) [mg m-3],Inflow concentration of O2 [mg m-3],Inflow concentration of NO3 [mg m-3],Inflow concentration of NH4 [mg m-3],Inflow concentration of SO4 [mg m-3],Inflow concentration of aqueous iron (Fe2+) [mg m-3],Inflow concentration of Ca2+ [mg m-3],Inflow pH [-],Inflow concentration of CH4 [mg m-3],Inflow concentration of total solid iron (Fe3+) [mg m-3],Inflow concentration of aluminum (Al3+) [mg m-3],Inflow concentration of dissolved silica [mg m-3],"*Iron, suspended sediment, recoverable [mg m-3]","*Iron, water, unfiltered, recoverable [mg m-3]","*Iron, water, filtered [mg m-3]","*Suspended solids, water, unfiltered [mg m-3]"
1983-08-02,1983,8,2,2293664.575,25.6,80000.0,12.093023255813947,114.1860465116279,51.16279069767442,37.41860465116281,,,,8600.0,,14.790697674418595,72279.06976744186,,47139.53488372093,8.6,,,40.0,473.4883720930229,,,20.0,
1983-08-03,1983,8,3,2223937.171,26.6,58000.0,11.046511627906966,112.09302325581393,50.581395348837205,34.209302325581405,,,,10400.0,,13.895348837209298,72639.53488372093,,47069.767441860466,8.7,,,40.0,401.74418604651146,,,20.0,
1983-08-04,1983,8,4,1998852.221,26.5,57000.0,10.0,110.0,50.0,31.0,,,,10300.0,,13.0,73000.0,,47000.0,8.8,,,40.0,330.0,,,20.0,
1983-08-05,1983,8,5,2223937.172,26.3,50000.0,10.515463917525773,110.51546391752578,50.20618556701031,32.577319587628864,,,,9100.0,,13.793814432989691,73175.25773195876,,47185.56701030928,8.6,,,39.896907216494846,370.92783505154637,,,20.307692307692307,
1983-08-06,1983,8,6,2187238.539,26.8,45000.0,11.030927835051546,111.03092783505154,50.41237113402062,34.154639175257735,,,,9800.0,,14.587628865979381,73350.51546391753,,47371.134020618556,8.4,,,39.79381443298969,411.8556701030928,,,20.615384615384617,
1983-08-07,1983,8,7,1887533.034,27.7,30000.0,11.54639175257732,111.54639175257732,50.618556701030926,35.7319587628866,,,,9900.0,,15.381443298969073,73525.77319587629,,47556.701030927834,8.5,,,39.69072164948454,452.78350515463916,,,20.923076923076923,
1983-08-08,1983,8,8,1534002.8669999999,28.4,25000.0,12.061855670103093,112.06185567010309,50.824742268041234,37.30927835051546,,,,11000.0,,16.175257731958762,73701.03092783505,,47742.26804123711,8.8,,,39.58762886597938,493.7113402061856,,,21.23076923076923,
1983-08-09,1983,8,9,1190259.003,27.7,20000.0,12.577319587628866,112.57731958762886,51.03092783505154,38.88659793814433,,,,9500.0,,16.969072164948454,73876.28865979382,,47927.83505154639,8.6,,,39.48453608247423,534.639175257732,,,21.53846153846154,
1983-08-10,1983,8,10,985969.9451,27.0,20000.0,13.092783505154639,113.09278350515464,51.23711340206186,40.4639175257732,,,,8800.0,,17.762886597938145,74051.54639175258,,48113.40206185567,8.6,,,39.381443298969074,575.5670103092783,,,21.846153846153847,
1983-08-11,1983,8,11,1118085.024,25.7,25000.0,13.608247422680412,113.6082474226804,51.44329896907217,42.04123711340206,,,,6700.0,,18.556701030927833,74226.80412371134,,48298.969072164946,8.4,,,39.27835051546392,616.4948453608247,,,22.153846153846153,
1983-08-12,1983,8,12,877097.3333,24.0,38000.0,14.123711340206185,114.12371134020619,51.649484536082475,43.618556701030926,,,,6700.0,,19.350515463917525,74402.06185567011,,48484.536082474224,8.4,,,39.175257731958766,657.4226804123712,,,22.46153846153846,
1983-08-13,1983,8,13,897893.2254,23.9,31000.0,14.639175257731958,114.63917525773196,51.855670103092784,45.19587628865979,,,,7500.0,,20.144329896907216,74577.31958762887,,48670.1030927835,8.5,,,39.07216494845361,698.3505154639174,,,22.76923076923077,
1983-08-14,1983,8,14,941931.5853,24.2,12000.0,15.154639175257731,115.15463917525773,52.06185567010309,46.77319587628866,,,,8500.0,,20.938144329896907,74752.57731958762,,48855.67010309278,8.8,,,38.96907216494846,739.2783505154639,,,23.076923076923077,
1983-08-15,1983,8,15,966397.3407,24.4,22000.0,15.670103092783505,115.6701030927835,52.2680412371134,48.350515463917525,,,,6600.0,,21.7319587628866,74927.8350515464,,49041.237113402065,8.6,,,38.865979381443296,780.2061855670103,,,23.384615384615387,
1983-08-16,1983,8,16,926028.8442,25.4,18000.0,16.185567010309278,116.18556701030928,52.47422680412371,49.927835051546396,,,,7300.0,,22.52577319587629,75103.09278350516,,49226.80412371134,8.6,,,38.76288659793814,821.1340206185566,,,23.692307692307693,
1983-08-17,1983,8,17,896669.9377,25.6,16000.0,16.70103092783505,116.70103092783505,52.68041237113402,51.50515463917526,,,,7500.0,,23.31958762886598,75278.35051546391,,49412.37113402062,8.6,,,38.65979381443299,862.061855670103,,,24.0,
1983-08-18,1983,8,18,907679.5276,25.7,20000.0,17.216494845360824,117.21649484536083,52.88659793814433,53.08247422680412,,,,6200.0,,24.11340206185567,75453.60824742269,,49597.9381443299,8.3,,,38.55670103092783,902.9896907216495,,,24.307692307692307,
1983-08-19,1983,8,19,902786.3765,27.5,15000.0,17.7319587628866,117.73195876288659,53.09278350515464,54.65979381443299,,,,8300.0,,24.907216494845358,75628.86597938144,,49783.50515463918,8.6,,,38.45360824742268,943.9175257731958,,,24.615384615384617,
1983-08-20,1983,8,20,930921.9953,29.4,14000.0,18.24742268041237,118.24742268041237,53.29896907216495,56.23711340206185,,,,7600.0,,25.70103092783505,75804.1237113402,,49969.072164948455,8.5,,,38.350515463917525,984.8453608247422,,,24.923076923076923,
1983-08-21,1983,8,21,836728.8368,28.6,15000.0,18.76288659793814,118.76288659793815,53.50515463917526,57.81443298969072,,,,6600.0,,26.49484536082474,75979.38144329897,,50154.63917525773,8.6,,,38.24742268041237,1025.7731958762886,,,25.23076923076923,
1983-08-22,1983,8,22,867311.0311,27.8,18000.0,19.278350515463917,119.27835051546391,53.71134020618557,59.391752577319586,,,,6300.0,,27.288659793814432,76154.63917525773,,50340.20618556701,8.4,,,38.144329896907216,1066.7010309278348,,,25.53846153846154,
1983-08-23,1983,8,23,664245.2608,26.8,16000.0,19.79381443298969,119.79381443298969,53.91752577319588,60.96907216494846,,,,5500.0,,28.082474226804123,76329.89690721649,,50525.77319587629,8.4,,,38.04123711340206,1107.6288659793813,,,25.846153846153847,
1983-08-24,1983,8,24,693604.1673,26.0,14000.0,20.309278350515463,120.30927835051546,54.123711340206185,62.54639175257732,,,,5400.0,,28.876288659793815,76505.15463917526,,50711.34020618557,8.4,,,37.93814432989691,1148.5567010309278,,,26.153846153846153,
1983-08-25,1983,8,25,627546.6276,26.5,16000.0,20.824742268041234,120.82474226804123,54.329896907216494,64.12371134020619,,,,6800.0,,29.670103092783503,76680.41237113402,,50896.907216494845,8.4,,,37.83505154639175,1189.4845360824743,,,26.46153846153846,
1983-08-26,1983,8,26,634886.3542,26.9,18000.0,21.34020618556701,121.34020618556701,54.5360824742268,65.70103092783505,,,,7000.0,,30.463917525773194,76855.67010309278,,51082.47422680412,8.4,,,37.7319587628866,1230.4123711340205,,,26.76923076923077,
1983-08-27,1983,8,27,631216.4909,26.9,16000.0,21.855670103092784,121.85567010309278,54.74226804123711,67.27835051546391,,,,6600.0,,31.257731958762886,77030.92783505155,,51268.0412371134,8.3,,,37.628865979381445,1271.3402061855668,,,27.076923076923077,
1983-08-28,1983,8,28,641002.7931,27.3,17000.0,22.371134020618555,122.37113402061856,54.94845360824742,68.85567010309279,,,,6100.0,,32.05154639175258,77206.18556701031,,51453.60824742268,8.3,,,37.52577319587629,1312.2680412371133,,,27.384615384615387,
1983-08-29,1983,8,29,771894.5848,27.9,14000.0,22.886597938144327,122.88659793814433,55.15463917525773,70.43298969072166,,,,7400.0,,32.84536082474227,77381.44329896907,,51639.17525773196,8.5,,,37.422680412371136,1353.1958762886597,,,27.692307692307693,
1983-08-30,1983,8,30,807369.9302,27.3,12000.0,23.4020618556701,123.4020618556701,55.36082474226804,72.01030927835052,,,,6400.0,,33.63917525773196,77556.70103092784,,51824.742268041235,8.3,,,37.31958762886598,1394.123711340206,,,28.0,
1983-08-31,1983,8,31,759661.7071,26.5,15000.0,23.917525773195877,123.91752577319588,55.56701030927835,73.58762886597938,,,,5900.0,,34.43298969072165,77731.9587628866,,52010.30927835051,8.3,,,37.21649484536083,1435.0515463917525,,,28.307692307692307,
1983-09-01,1983,9,1,700943.8939,25.6,16000.0,24.432989690721648,124.43298969072166,55.77319587628866,75.16494845360825,,,,6100.0,,35.22680412371134,77907.21649484536,,52195.87628865979,8.2,,,37.11340206185567,1475.979381443299,,,28.615384615384617,
1983-09-02,1983,9,2,620206.9009,25.4,15000.0,24.94845360824742,124.94845360824742,55.97938144329897,76.74226804123711,,,,7100.0,,36.02061855670103,78082.47422680413,,52381.44329896907,8.4,,,37.01030927835052,1516.9072164948452,,,28.923076923076923,
1983-09-03,1983,9,3,616537.0376,25.6,14000.0,25.463917525773194,125.4639175257732,56.18556701030928,78.31958762886597,,,,8600.0,,36.814432989690715,78257.73195876289,,52567.010309278354,8.7,,,36.90721649484536,1557.8350515463917,,,29.230769230769234,
1983-09-04,1983,9,4,616537.0376,25.8,12000.0,25.97938144329897,125.97938144329896,56.391752577319586,79.89690721649484,,,,8100.0,,37.60824742268041,78432.98969072165,,52752.57731958763,8.6,,,36.8041237113402,1598.762886597938,,,29.53846153846154,
1983-09-05,1983,9,5,666691.8363,25.7,16000.0,26.49484536082474,126.49484536082474,56.597938144329895,81.4742268041237,,,,6900.0,,38.4020618556701,78608.24742268042,,52938.14432989691,8.5,,,36.70103092783505,1639.6907216494844,,,29.846153846153847,
1983-09-06,1983,9,6,716846.635,25.3,20000.0,27.010309278350512,127.01030927835052,56.8041237113402,83.05154639175257,,,,6900.0,,39.19587628865979,78783.50515463918,,53123.71134020619,8.4,,,36.597938144329895,1680.618556701031,,,30.153846153846153,
1983-09-07,1983,9,7,800030.2036,24.7,28000.0,27.525773195876287,127.52577319587628,57.01030927835052,84.62886597938144,,,,7000.0,,39.98969072164948,78958.76288659793,,53309.278350515466,8.4,,,36.49484536082474,1721.5463917525772,,,30.46153846153846,
1983-09-08,1983,9,8,601857.5844,24.5,20000.0,28.04123711340206,128.04123711340208,57.21649484536083,86.20618556701031,,,,6800.0,,40.78350515463917,79134.02061855671,,53494.845360824744,8.3,,,36.391752577319586,1762.4742268041236,,,30.76923076923077,
1983-09-09,1983,9,9,592071.2822,24.3,16000.0,28.556701030927833,128.55670103092783,57.422680412371136,87.78350515463917,,,,7400.0,,41.577319587628864,79309.27835051547,,53680.41237113402,8.5,,,36.28865979381443,1803.40206185567,,,31.076923076923077,
1983-09-10,1983,9,10,762108.2826,24.8,18000.0,29.072164948453604,129.0721649484536,57.628865979381445,89.36082474226804,,,,7400.0,,42.371134020618555,79484.53608247422,,53865.9793814433,8.5,,,36.18556701030928,1844.3298969072164,,,31.384615384615387,
1983-09-11,1983,9,11,754768.556,25.4,16000.0,29.58762886597938,129.58762886597938,57.83505154639175,90.93814432989691,,,,7500.0,,43.16494845360825,79659.793814433,,54051.54639175258,8.5,,,36.08247422680412,1885.2577319587629,,,31.692307692307693,
1983-09-12,1983,9,12,660575.3975,24.0,16000.0,30.103092783505154,130.10309278350516,58.04123711340206,92.51546391752578,,,,6700.0,,43.95876288659794,79835.05154639175,,54237.113402061856,8.4,,,35.97938144329897,1926.1855670103091,,,32.0,
1983-09-13,1983,9,13,555372.649,22.4,14000.0,30.618556701030926,130.6185567010309,58.24742268041237,94.09278350515464,,,,7000.0,,44.75257731958763,80010.30927835051,,54422.68041237113,8.5,,,35.876288659793815,1967.1134020618556,,,32.30769230769231,
1983-09-14,1983,9,14,430597.2961,20.7,9000.0,31.134020618556697,131.1340206185567,58.45360824742268,95.6701030927835,,,,7100.0,,45.54639175257732,80185.56701030929,,54608.24742268041,8.5,,,35.77319587628866,2008.0412371134018,,,32.61538461538461,
1983-09-15,1983,9,15,384112.3608,20.0,10000.0,31.649484536082472,131.64948453608247,58.65979381443299,97.24742268041237,,,,7200.0,,46.340206185567006,80360.82474226804,,54793.81443298969,8.5,,,35.670103092783506,2048.9690721649486,,,32.92307692307692,
1983-09-16,1983,9,16,422034.2817,19.3,10000.0,32.16494845360825,132.16494845360825,58.865979381443296,98.82474226804123,,,,7100.0,,47.1340206185567,80536.0824742268,,54979.38144329897,8.4,,,35.56701030927835,2089.8969072164946,,,33.23076923076923,
1983-09-17,1983,9,17,442830.1738,18.9,19000.0,32.68041237113402,132.68041237113403,59.072164948453604,100.4020618556701,,,,7900.0,,47.92783505154639,80711.34020618556,,55164.948453608245,8.5,,,35.4639175257732,2130.824742268041,,,33.53846153846154,
1983-09-18,1983,9,18,429374.0083,19.2,14000.0,33.19587628865979,133.1958762886598,59.27835051546391,101.97938144329896,,,,8000.0,,48.72164948453608,80886.59793814433,,55350.51546391752,8.5,,,35.36082474226804,2171.7525773195875,,,33.84615384615385,
1983-09-19,1983,9,19,431820.5839,20.5,18000.0,33.71134020618557,133.71134020618555,59.48453608247423,103.55670103092783,,,,7900.0,,49.51546391752577,81061.85567010309,,55536.0824742268,8.5,,,35.25773195876289,2212.6804123711336,,,34.15384615384615,
1983-09-20,1983,9,20,497878.1236,21.1,20000.0,34.22680412371134,134.22680412371133,59.69072164948454,105.1340206185567,,,,8000.0,,50.30927835051546,81237.11340206186,,55721.64948453609,8.5,,,35.154639175257735,2253.6082474226805,,,34.46153846153846,
1983-09-21,1983,9,21,671584.9874,20.1,24000.0,34.74226804123711,134.7422680412371,59.896907216494846,106.71134020618557,,,,7800.0,,51.103092783505154,81412.37113402062,,55907.21649484536,8.5,,,35.05154639175258,2294.5360824742265,,,34.769230769230774,
1983-09-22,1983,9,22,543139.7713,16.8,21000.0,35.25773195876288,135.2577319587629,60.103092783505154,108.28865979381443,,,,8100.0,,51.896907216494846,81587.62886597938,,56092.78350515464,8.5,,,34.94845360824742,2335.463917525773,,,35.07692307692308,
1983-09-23,1983,9,23,579838.4044,15.1,18000.0,35.77319587628865,135.77319587628867,60.30927835051546,109.8659793814433,,,,8500.0,,52.69072164948454,81762.88659793814,,56278.35051546391,8.5,,,34.84536082474227,2376.3917525773195,,,35.38461538461539,
1983-09-24,1983,9,24,698497.3184,14.4,18000.0,36.28865979381443,136.28865979381442,60.51546391752577,111.44329896907216,,,,8800.0,,53.48453608247422,81938.14432989691,,56463.9175257732,8.6,,,34.74226804123711,2417.319587628866,,,35.69230769230769,
1983-09-25,1983,9,25,746205.5416,14.2,18000.0,36.8041237113402,136.8041237113402,60.72164948453608,113.02061855670102,,,,9100.0,,54.27835051546391,82113.40206185567,,56649.48453608248,8.6,,,34.63917525773196,2458.247422680412,,,36.0,
1983-09-26,1983,9,26,687487.7284,14.8,18000.0,37.319587628865975,137.31958762886597,60.927835051546396,114.59793814432989,,,,9000.0,,55.072164948453604,82288.65979381444,,56835.051546391755,8.6,,,34.5360824742268,2499.1752577319585,,,36.30769230769231,
1983-09-27,1983,9,27,634886.3542,15.7,19000.0,37.83505154639175,137.83505154639175,61.134020618556704,116.17525773195877,,,,9300.0,,55.865979381443296,82463.9175257732,,57020.61855670103,8.6,,,34.43298969072165,2540.103092783505,,,36.61538461538461,
1983-09-28,1983,9,28,641002.7931,16.1,7000.0,38.350515463917525,138.35051546391753,61.34020618556701,117.75257731958763,,,,8400.0,,56.65979381443299,82639.17525773196,,57206.18556701031,8.5,,,34.329896907216494,2581.0309278350514,,,36.92307692307692,
1983-09-29,1983,9,29,645895.9441,17.2,9000.0,38.865979381443296,138.8659793814433,61.54639175257732,119.3298969072165,,,,8500.0,,57.45360824742268,82814.43298969071,,57391.75257731959,8.5,,,34.22680412371134,2621.958762886598,,,37.23076923076923,
1983-09-30,1983,9,30,609197.311,17.8,10000.0,39.38144329896907,139.38144329896906,61.75257731958763,120.90721649484536,,,,7700.0,,58.24742268041237,82989.69072164949,,57577.31958762887,8.6,,,34.123711340206185,2662.886597938144,,,37.53846153846154,
1983-10-01,1983,10,1,577391.8289,18.1,18000.0,39.89690721649484,139.89690721649484,61.95876288659794,122.48453608247422,,,,7800.0,,59.04123711340206,83164.94845360825,,57762.886597938144,8.7,,,34.02061855670103,2703.8144329896904,,,37.84615384615385,
1983-10-02,1983,10,2,577391.8289,18.3,20000.0,40.41237113402062,140.41237113402062,62.16494845360825,124.06185567010309,,,,8300.0,,59.83505154639175,83340.20618556702,,57948.45360824742,8.7,,,33.91752577319588,2744.742268041237,,,38.15384615384615,
1983-10-03,1983,10,3,572498.6778,18.3,24000.0,40.92783505154639,140.9278350515464,62.371134020618555,125.63917525773195,,,,8400.0,,60.62886597938144,83515.46391752578,,58134.0206185567,8.7,,,33.81443298969072,2785.6701030927834,,,38.46153846153847,
1983-10-04,1983,10,4,567605.5267,18.4,22000.0,41.44329896907216,141.44329896907215,62.577319587628864,127.21649484536083,,,,8300.0,,61.42268041237113,83690.72164948453,,58319.58762886598,8.6,,,33.71134020618557,2826.59793814433,,,38.769230769230774,
1983-10-05,1983,10,5,589624.7066,18.3,22000.0,41.95876288659794,141.95876288659792,62.78350515463917,128.79381443298968,,,,8300.0,,62.21649484536082,83865.97938144329,,58505.154639175256,8.5,,,33.608247422680414,2867.525773195876,,,39.07692307692308,
1983-10-06,1983,10,6,678924.7141,17.2,11000.0,42.47422680412371,142.4742268041237,62.98969072164948,130.37113402061857,,,,8300.0,,63.01030927835051,84041.23711340207,,58690.721649484534,8.6,,,33.50515463917526,2908.4536082474224,,,39.38461538461539,
1983-10-07,1983,10,7,840398.7001,16.1,9000.0,42.98969072164948,142.98969072164948,63.19587628865979,131.9484536082474,,,,8600.0,,63.8041237113402,84216.49484536082,,58876.28865979381,8.6,,,33.402061855670105,2949.381443298969,,,39.69230769230769,
1983-10-08,1983,10,8,778011.0237,15.3,11000.0,43.50515463917525,143.50515463917526,63.4020618556701,133.5257731958763,,,,8700.0,,64.5979381443299,84391.7525773196,,59061.85567010309,8.6,,,33.29896907216495,2990.3092783505153,,,40.0,
1983-10-09,1983,10,9,768224.7215,14.1,14000.0,44.020618556701024,144.02061855670104,63.608247422680414,135.10309278350513,,,,8700.0,,65.39175257731958,84567.01030927835,,59247.42268041237,8.6,,,33.1958762886598,3031.237113402062,,,40.30769230769231,
1983-10-10,1983,10,10,776787.7359,13.4,14000.0,44.5360824742268,144.53608247422682,63.81443298969072,136.68041237113403,,,,8900.0,,66.18556701030928,84742.26804123711,,59432.989690721646,8.7,,,33.09278350515464,3072.164948453608,,,40.61538461538461,
1983-10-11,1983,10,11,818379.5202,13.9,12000.0,45.051546391752574,145.05154639175257,64.02061855670104,138.2577319587629,,,,9000.0,,66.97938144329896,84917.52577319587,,59618.55670103093,8.7,,,32.98969072164948,3113.0927835051543,,,40.92307692307692,
1983-10-12,1983,10,12,1069153.514,14.8,14000.0,45.567010309278345,145.56701030927834,64.22680412371133,139.83505154639175,,,,8600.0,,67.77319587628865,85092.78350515464,,59804.1237113402,8.6,,,32.886597938144334,3154.020618556701,,,41.23076923076923,
1983-10-13,1983,10,13,1556022.0469999998,14.3,22000.0,46.08247422680412,146.08247422680412,64.43298969072166,141.41237113402062,,,,8600.0,,68.56701030927834,85268.0412371134,,59989.69072164949,8.6,,,32.78350515463917,3194.9484536082473,,,41.53846153846154,
1983-10-14,1983,10,14,1889979.6090000002,11.3,30000.0,46.597938144329895,146.5979381443299,64.63917525773196,142.98969072164948,,,,9400.0,,69.36082474226804,85443.29896907216,,60175.25773195876,8.4,,,32.68041237113402,3235.8762886597938,,,41.84615384615385,
1983-10-15,1983,10,15,2391527.596,10.5,21000.0,47.113402061855666,147.11340206185565,64.84536082474227,144.56701030927834,,,,10100.0,,70.15463917525773,85618.55670103093,,60360.82474226804,8.3,,,32.577319587628864,3276.80412371134,,,42.15384615384615,
1983-10-16,1983,10,16,3156082.455,12.0,30000.0,47.62886597938144,147.62886597938143,65.05154639175258,146.1443298969072,,,,9800.0,,70.94845360824742,85793.81443298969,,60546.39175257732,8.2,,,32.47422680412371,3317.7319587628863,,,42.46153846153847,
1983-10-17,1983,10,17,2899192.022,13.1,34000.0,48.14432989690721,148.1443298969072,65.25773195876289,147.72164948453607,,,,10000.0,,71.74226804123711,85969.07216494845,,60731.9587628866,8.4,,,32.371134020618555,3358.6597938144328,,,42.769230769230774,
1983-10-18,1983,10,18,2228830.3219999997,13.0,18000.0,48.65979381443299,148.659793814433,65.4639175257732,149.29896907216494,,,,10200.0,,72.5360824742268,86144.32989690722,,60917.52577319588,8.5,,,32.2680412371134,3399.5876288659792,,,43.07692307692308,
1983-10-19,1983,10,19,1682020.688,11.8,20000.0,49.17525773195876,149.17525773195877,65.6701030927835,150.87628865979383,,,,10700.0,,73.3298969072165,86319.58762886598,,61103.092783505155,8.5,,,32.16494845360825,3440.5154639175257,,,43.38461538461539,
1983-10-20,1983,10,20,1384761.759,10.7,21000.0,49.69072164948453,149.69072164948454,65.87628865979381,152.45360824742266,,,,10700.0,,74.12371134020619,86494.84536082474,,61288.65979381443,8.3,,,32.06185567010309,3481.4432989690717,,,43.69230769230769,
1983-10-21,1983,10,21,1201268.594,10.4,20000.0,50.20618556701031,150.20618556701032,66.08247422680412,154.03092783505156,,,,10900.0,,74.91752577319588,86670.10309278351,,61474.22680412371,8.3,,,31.95876288659794,3522.3711340206182,,,44.0,
1983-10-22,1983,10,22,1979279.6169999999,10.5,33000.0,50.72164948453608,150.72164948453607,66.28865979381443,155.6082474226804,,,,10600.0,,75.71134020618555,86845.36082474227,,61659.79381443299,8.3,,,31.855670103092784,3563.2989690721647,,,44.30769230769231,
1983-10-23,1983,10,23,5027712.748,11.1,36000.0,51.23711340206185,151.23711340206185,66.49484536082474,157.18556701030928,,,,9500.0,,76.50515463917526,87020.61855670103,,61845.36082474227,7.7,,,31.75257731958763,3604.226804123711,,,44.61538461538461,
1983-10-24,1983,10,24,11878124.28,11.4,47000.0,51.75257731958762,151.75257731958763,66.70103092783505,158.76288659793812,,,,9100.0,,77.29896907216495,87195.8762886598,,62030.927835051545,7.6,,,31.649484536082475,3645.1546391752577,,,44.92307692307692,
